"","original_family","original_name","name_in_Flora","original_ID","final_family","scientificName","taxonID","vernacular_names","notes","tax_notes","notes_fam","nome_especie"
"458","Fabaceae","Luetzelburgia amazonica D.B.O.S.Cardoso, L.P.Queiroz & H.C.Lima","Luetzelburgia amazonica D.B.O.S.Cardoso, L.P.Queiroz & H.C.Lima",83297,"Fabaceae","Luetzelburgia amazonica D.B.O.S.Cardoso, L.P.Queiroz & H.C.Lima",83297,NA,"LFB","name ok","","Luetzelburgia amazonica"
"459","Fabaceae","Luetzelburgia neurocarpa D.B.O.S.Cardoso, L.P.Queiroz & H.C.Lima","Luetzelburgia neurocarpa D.B.O.S.Cardoso, L.P.Queiroz & H.C.Lima",101465,"Fabaceae","Luetzelburgia neurocarpa D.B.O.S.Cardoso, L.P.Queiroz & H.C.Lima",101465,"Carne-d'anta-PORTUGUES-Bahia","LFB","name ok","","Luetzelburgia neurocarpa"
"460","Fabaceae","Machaerium caratinganum Kuhlm. & Hoehne","Machaerium caratinganum Kuhlm. & Hoehne",101137,"Fabaceae","Machaerium caratinganum Kuhlm. & Hoehne",101137,"Jacarandá-roseira-PORTUGUES-NA","LFB","name ok","","Machaerium caratinganum"
"461","Fabaceae","Macrolobium conjunctum R.S.Cowan","Macrolobium conjunctum R.S.Cowan",83341,"Fabaceae","Macrolobium conjunctum R.S.Cowan",83341,NA,"LFB","name ok","","Macrolobium conjunctum"
"462","Fabaceae","Macrolobium duckeanum R.S.Cowan","Macrolobium duckeanum R.S.Cowan",83345,"Fabaceae","Macrolobium duckeanum R.S.Cowan",83345,NA,"LFB","name ok","","Macrolobium duckeanum"
"463","Fabaceae","Macrolobium urupaense Hoehne","Macrolobium urupaense Hoehne",115698,"Fabaceae","Macrolobium urupaense Hoehne",115698,NA,"LFB","name ok","","Macrolobium urupaense"
"464","Fabaceae","Mimosa bispiculata Barneby","Mimosa bispiculata Barneby",31078,"Fabaceae","Mimosa bispiculata Barneby",31078,NA,"LFB","name ok","","Mimosa bispiculata"
"465","Fabaceae","Mimosa capito Barneby","Mimosa capito Barneby",31096,"Fabaceae","Mimosa capito Barneby",31096,NA,"LFB","name ok","","Mimosa capito"
"466","Fabaceae","Mimosa dominarum Barneby","Mimosa dominarum Barneby",31145,"Fabaceae","Mimosa dominarum Barneby",31145,NA,"LFB","name ok","","Mimosa dominarum"
"467","Fabaceae","Mimosa gardneri Benth.","Mimosa gardneri Benth.",31162,"Fabaceae","Mimosa gardneri Benth.",31162,NA,"LFB","name ok","","Mimosa gardneri"
"468","Fabaceae","Mimosa hebecarpa Benth.","Mimosa hebecarpa Benth.",31175,"Fabaceae","Mimosa hebecarpa Benth.",31175,"Angico-PORTUGUES-NA/Angico-do-cerrado-PORTUGUES-NA/Angico-do-campo-PORTUGUES-NA","LFB","name ok","","Mimosa hebecarpa"
"469","Fabaceae","Mimosa neonitens (Benth.) L.M. Borges","Mimosa neonitens (Benth.) L.M. Borges",604069,"Fabaceae","Mimosa neonitens (Benth.) L.M. Borges",604069,NA,"LFB","name ok","","Mimosa neonitens"
"470","Fabaceae","Mimosa rheiptera Barneby","Mimosa rheiptera Barneby",31322,"Fabaceae","Mimosa rheiptera Barneby",31322,NA,"LFB","name ok","","Mimosa rheiptera"
"471","Fabaceae","Mimosa sobralii Grings & O.S. Ribas","Mimosa sobralii Grings & O.S. Ribas",129847,"Fabaceae","Mimosa sobralii Grings & O.S. Ribas",129847,NA,"LFB",NA,"","Mimosa sobralii"
"472","Fabaceae","Mimosa urandiensis J.Santos-Silva, M.F.Simon & A.M.G.Azevedo","Mimosa urandiensis J.Santos-Silva, M.F.Simon & A.M.G.Azevedo",128484,"Fabaceae","Mimosa urandiensis J.Santos-Silva, M.F.Simon & A.M.G.Azevedo",128484,NA,"LFB","name ok","","Mimosa urandiensis"
"473","Fabaceae","Muellera laticifera (M.J. Silva et al.) M.J. Silva & A.M.G. Azevedo","Muellera laticifera (M.J. Silva et al.) M.J. Silva & A.M.G. Azevedo",134217,"Fabaceae","Muellera laticifera (M.J. Silva et al.) M.J. Silva & A.M.G. Azevedo",134217,NA,"LFB","name ok","","Muellera laticifera"
"474","Fabaceae","Muellera nitens M.J. Silva & A.M.G. Azevedo","Muellera nitens M.J. Silva & A.M.G. Azevedo",135539,"Fabaceae","Muellera nitens M.J. Silva & A.M.G. Azevedo",135539,NA,"LFB","name ok","","Muellera nitens"
"475","Fabaceae","Myrocarpus leprosus Pickel","Myrocarpus leprosus Pickel",101156,"Fabaceae","Myrocarpus leprosus Pickel",101156,NA,"LFB","name ok","","Myrocarpus leprosus"
"476","Fabaceae","Ormosia froesii Rudd","Ormosia froesii Rudd",115577,"Fabaceae","Ormosia froesii Rudd",115577,NA,"LFB","name ok","","Ormosia froesii"
"477","Fabaceae","Ormosia limae D.B.O.S.Cardoso & L.P.Queiroz","Ormosia limae D.B.O.S.Cardoso & L.P.Queiroz",120563,"Fabaceae","Ormosia limae D.B.O.S.Cardoso & L.P.Queiroz",120563,NA,"LFB","name ok","","Ormosia limae"
"478","Fabaceae","Ormosia timboensis D.B.O.S.Cardoso, Meireles & H.C.Lima","Ormosia timboensis D.B.O.S.Cardoso, Meireles & H.C.Lima",581910,"Fabaceae","Ormosia timboensis D.B.O.S.Cardoso, Meireles & H.C.Lima",581910,NA,"LFB","name ok","","Ormosia timboensis"
"479","Fabaceae","Panurea bowdichioides C.H.Stirt. ex Povydysh & M.Yu.Gontsch.","Panurea bowdichioides C.H.Stirt. ex Povydysh & M.Yu.Gontsch.",130134,"Fabaceae","Panurea bowdichioides C.H.Stirt. ex Povydysh & M.Yu.Gontsch.",130134,NA,"LFB","name ok","","Panurea bowdichioides"
"480","Fabaceae","Paramachaerium krukovii Rudd","Paramachaerium krukovii Rudd",109317,"Fabaceae","Paramachaerium krukovii Rudd",109317,NA,"LFB","name ok","","Paramachaerium krukovii"
"481","Fabaceae","Paubrasilia echinata (Lam.) Gagnon, H.C.Lima & G.P.Lewis","Paubrasilia echinata (Lam.) Gagnon, H.C.Lima & G.P.Lewis",602728,"Fabaceae","Paubrasilia echinata (Lam.) Gagnon, H.C.Lima & G.P.Lewis",602728,"Pau-brasil-PORTUGUES-Brasil/Ibitapitanga-PORTUGUES-Brasil","LFB","name ok","","Paubrasilia echinata"
"482","Fabaceae","Peltogyne excelsa Ducke","Peltogyne excelsa Ducke",78749,"Fabaceae","Peltogyne excelsa Ducke",78749,NA,"LFB","name ok","","Peltogyne excelsa"
"483","Fabaceae","Peltogyne micrantha Ducke","Peltogyne micrantha Ducke",78754,"Fabaceae","Peltogyne micrantha Ducke",78754,NA,"LFB","name ok","","Peltogyne micrantha"
"484","Fabaceae","Piptadenia loefgreniana Hoehne","Piptadenia loefgreniana Hoehne",18951,"Fabaceae","Piptadenia loefgreniana Hoehne",18951,NA,"LFB","name ok","","Piptadenia loefgreniana"
"485","Fabaceae","Pterocarpus monophyllus B.B.Klitgaard, L.P.de Queiroz & G.P.Lewis","Pterocarpus monophyllus B.B.Klitgaard, L.P.de Queiroz & G.P.Lewis",19001,"Fabaceae","Pterocarpus monophyllus B.B.Klitgaard, L.P.de Queiroz & G.P.Lewis",19001,NA,"LFB","name ok","","Pterocarpus monophyllus"
"486","Fabaceae","Pterocarpus ternatus Rizzini","Pterocarpus ternatus Rizzini",79141,"Fabaceae","Pterocarpus ternatus Rizzini",79141,NA,"LFB",NA,"","Pterocarpus ternatus"
"487","Fabaceae","Senegalia cearensis Terra & Garcia","Senegalia cearensis Terra & Garcia",603878,"Fabaceae","Senegalia cearensis Terra & Garcia",603878,NA,"LFB","name ok","","Senegalia cearensis"
"488","Fabaceae","Senegalia giganticarpa (G.P.Lewis) Seigler & Ebinger","Senegalia giganticarpa (G.P.Lewis) Seigler & Ebinger",101000,"Fabaceae","Senegalia giganticarpa (G.P.Lewis) Seigler & Ebinger",101000,NA,"LFB","name ok","","Senegalia giganticarpa"
"489","Fabaceae","Senegalia incerta (Hoehne) Seigler & Ebinger","Senegalia incerta (Hoehne) Seigler & Ebinger",135087,"Fabaceae","Senegalia incerta (Hoehne) Seigler & Ebinger",135087,NA,"LFB","name ok","","Senegalia incerta"
"490","Fabaceae","Senegalia latifoliola (Kuntze) Seigler & Ebinger","Senegalia latifoliola (Kuntze) Seigler & Ebinger",103530,"Fabaceae","Senegalia latifoliola (Kuntze) Seigler & Ebinger",103530,NA,"LFB","name ok","","Senegalia latifoliola"
"491","Fabaceae","Senegalia ricoae (Bocage & Miotto) L.P.Queiroz","Senegalia ricoae (Bocage & Miotto) L.P.Queiroz",103573,"Fabaceae","Senegalia ricoae (Bocage & Miotto) L.P.Queiroz",103573,NA,"LFB","name ok","","Senegalia ricoae"
"492","Fabaceae","Stryphnodendron duckeanum Occhioni","Stryphnodendron duckeanum Occhioni",23175,"Fabaceae","Stryphnodendron duckeanum Occhioni",23175,NA,"LFB","name ok","","Stryphnodendron duckeanum"
"493","Fabaceae","Swartzia alagoensis R. B. Pinto, Torke & Mansano","Swartzia alagoensis R. B. Pinto, Torke & Mansano",130703,"Fabaceae","Swartzia alagoensis R. B. Pinto, Torke & Mansano",130703,NA,"LFB",NA,"","Swartzia alagoensis"
"494","Fabaceae","Swartzia arenophila R. B. Pinto, Torke & Mansano","Swartzia arenophila R. B. Pinto, Torke & Mansano",130704,"Fabaceae","Swartzia arenophila R. B. Pinto, Torke & Mansano",130704,NA,"LFB",NA,"","Swartzia arenophila"
"495","Fabaceae","Swartzia fimbriata Ducke","Swartzia fimbriata Ducke",78800,"Fabaceae","Swartzia fimbriata Ducke",78800,NA,"LFB","name ok","","Swartzia fimbriata"
"496","Rubiaceae","Kerianthera longiflora Zappi & C.T. Oliveira","Kerianthera longiflora Zappi & C.T. Oliveira",127903,"Rubiaceae","Kerianthera longiflora Zappi & C.T. Oliveira",127903,NA,"LFB","name ok","","Kerianthera longiflora"
"497","Rubiaceae","Ladenbergia chapadensis S.Moore","Ladenbergia chapadensis S.Moore",32610,"Rubiaceae","Ladenbergia chapadensis S.Moore",32610,NA,"LFB","name ok","","Ladenbergia chapadensis"
"498","Rubiaceae","Palicourea apiculata (Müll.Arg.) C.MTaylor","Palicourea apiculata (Müll.Arg.) C.MTaylor",604052,"Rubiaceae","Palicourea apiculata (Müll.Arg.) C.MTaylor",604052,NA,"LFB",NA,"","Palicourea apiculata"
"499","Rubiaceae","Palicourea fissistipula (Müll.Arg.) C.M.Taylor","Palicourea fissistipula (Müll.Arg.) C.M.Taylor",604054,"Rubiaceae","Palicourea fissistipula (Müll.Arg.) C.M.Taylor",604054,NA,"LFB",NA,"","Palicourea fissistipula"
"500","Rubiaceae","Palicourea forsteronioides (Müll.Arg.) C.M.Taylor","Palicourea forsteronioides (Müll.Arg.) C.M.Taylor",604057,"Rubiaceae","Palicourea forsteronioides (Müll.Arg.) C.M.Taylor",604057,NA,"LFB",NA,"","Palicourea forsteronioides"
"501","Rubiaceae","Palicourea malaneoides (Müll.Arg.) C.M.Taylor","Palicourea malaneoides (Müll.Arg.) C.M.Taylor",604058,"Rubiaceae","Palicourea malaneoides (Müll.Arg.) C.M.Taylor",604058,NA,"LFB",NA,"","Palicourea malaneoides"
"502","Rubiaceae","Palicourea minutiflora (Müll.Arg.) C.M.Taylor","Palicourea minutiflora (Müll.Arg.) C.M.Taylor",604060,"Rubiaceae","Palicourea minutiflora (Müll.Arg.) C.M.Taylor",604060,NA,"LFB",NA,"","Palicourea minutiflora"
"503","Rubiaceae","Platycarpum egleri G.K.Rogers","Platycarpum egleri G.K.Rogers",39049,"Rubiaceae","Platycarpum egleri G.K.Rogers",39049,NA,"LFB","name ok","","Platycarpum egleri"
"504","Rubiaceae","Platycarpum froesii Bremek.","Platycarpum froesii Bremek.",39050,"Rubiaceae","Platycarpum froesii Bremek.",39050,NA,"LFB","name ok","","Platycarpum froesii"
"505","Rubiaceae","Psychotria krukovii Standl.","Psychotria krukovii Standl.",39135,"Rubiaceae","Psychotria krukovii Standl.",39135,NA,"LFB","name ok","","Psychotria krukovii"
"506","Rubiaceae","Psychotria lagoensis Müll.Arg.","Psychotria lagoensis Müll.Arg.",32644,"Rubiaceae","Psychotria lagoensis Müll.Arg.",32644,NA,"LFB","name ok","","Psychotria lagoensis"
"507","Rubiaceae","Psychotria subspathulata (Müll.Arg.) C.M.Taylor","Psychotria subspathulata (Müll.Arg.) C.M.Taylor",14222,"Rubiaceae","Psychotria subspathulata (Müll.Arg.) C.M.Taylor",14222,NA,"LFB","name ok","","Psychotria subspathulata"
"508","Rubiaceae","Remijia physophora Benth. ex K.Schum.","Remijia physophora Benth. ex K.Schum.",39253,"Rubiaceae","Remijia physophora Benth. ex K.Schum.",39253,NA,"LFB","name ok","","Remijia physophora"
"509","Rubiaceae","Retiniphyllum kuhlmannii Standl.","Retiniphyllum kuhlmannii Standl.",39263,"Rubiaceae","Retiniphyllum kuhlmannii Standl.",39263,NA,"LFB","name ok","","Retiniphyllum kuhlmannii"
